"Site","DateTime","Bay","Default GPS","VaneSize","Depth","ShearStrenght","Result","TSF","Comments","Attachments","MachineID","Operator","Instrument","CorrectionFactor","Created","Title","Manual GPS","Modified"
"zz Brisbane","2025-05-28T06:25:00Z",,"-33.24530511, 116.03921254","18x32","500","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:25:55Z","VS",,"2025-05-28T06:25:55Z"
"zz Brisbane","2025-05-28T06:25:00Z",,"-33.24530511, 116.03921254","18x32","800","16","8",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:26:10Z","VS",,"2025-05-28T06:26:10Z"
"zz Brisbane","2025-05-28T06:27:00Z",,"-33.24530511, 116.03921254","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:28:14Z","VS",,"2025-05-28T06:28:14Z"
"zz Brisbane","2025-05-28T06:28:00Z",,"-33.24530511, 116.03921254","18x32","500","16","8",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:28:27Z","VS",,"2025-05-28T06:28:27Z"
"zz Brisbane","2025-05-28T06:28:00Z",,"-33.24530511, 116.03921254","18x32","800","220","110",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:28:53Z","VS",,"2025-05-28T06:28:53Z"
"zz Brisbane","2025-05-28T06:31:00Z",,"-33.24530511, 116.03921254","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:31:54Z","VS",,"2025-05-28T06:31:54Z"
"zz Brisbane","2025-05-28T06:31:00Z",,"-33.24530511, 116.03921254","18x32","500","20","10",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:32:08Z","VS",,"2025-05-28T06:32:08Z"
"zz Brisbane","2025-05-28T06:32:00Z",,"-33.24530511, 116.03921254","18x32","800","116","58",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:32:19Z","VS",,"2025-05-28T06:32:19Z"
"zz Brisbane","2025-05-28T06:34:00Z",,"-33.24530511, 116.03921254","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:35:26Z","VS",,"2025-05-28T06:35:26Z"
"zz Brisbane","2025-05-28T06:35:00Z",,"-33.26133728, 116.02853393","18x32","500","20","10",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:35:52Z","VS",,"2025-05-28T06:35:52Z"
"zz Brisbane","2025-05-28T06:35:00Z",,"-33.26133728, 116.02853393","18x32","800","124","62",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:36:03Z","VS",,"2025-05-28T06:36:03Z"
"zz Brisbane","2025-05-28T06:38:00Z",,"-33.26133728, 116.02853393","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:38:12Z","VS",,"2025-05-28T06:38:12Z"
"zz Brisbane","2025-05-28T06:38:00Z",,"-33.24399451, 116.04451796","18x32","500","20","10",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:38:41Z","VS",,"2025-05-28T06:38:41Z"
"zz Brisbane","2025-05-28T06:38:00Z",,"-33.24399451, 116.04451796","18x32","800","64","32",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:39:02Z","VS",,"2025-05-28T06:39:02Z"
"zz Brisbane","2025-05-28T06:40:00Z",,"-33.24399451, 116.04451796","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:41:23Z","VS",,"2025-05-28T06:41:23Z"
"zz Brisbane","2025-05-28T06:41:00Z",,"-33.24399451, 116.04451796","18x32","500","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:41:36Z","VS",,"2025-05-28T06:41:36Z"
"zz Brisbane","2025-05-28T06:41:00Z",,"-33.24399451, 116.04451796","18x32","800","88","44",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:41:46Z","VS",,"2025-05-28T06:41:46Z"
"zz Brisbane","2025-05-28T06:44:00Z",,"-33.24634816, 116.04236645","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:44:42Z","VS",,"2025-05-28T06:44:42Z"
"zz Brisbane","2025-05-28T06:44:00Z",,"-33.24634816, 116.04236645","18x32","500","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:44:55Z","VS",,"2025-05-28T06:44:55Z"
"zz Brisbane","2025-05-28T06:44:00Z",,"-33.24634816, 116.04236645","18x32","800","28","14",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:45:09Z","VS",,"2025-05-28T06:45:09Z"
"zz Brisbane","2025-05-28T06:46:00Z",,"-33.24634816, 116.04236645","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:46:56Z","VS",,"2025-05-28T06:46:56Z"
"zz Brisbane","2025-05-28T06:46:00Z",,"-33.24634816, 116.04236645","18x32","500","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:47:06Z","VS",,"2025-05-28T06:47:06Z"
"zz Brisbane","2025-05-28T06:47:00Z",,"-33.24634816, 116.04236645","18x32","800","12","6",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:47:21Z","VS",,"2025-05-28T06:47:21Z"
"zz Brisbane","2025-05-28T06:54:00Z",,"-33.24399451, 116.04451796","18x32","200","16","8",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:54:27Z","VS",,"2025-05-28T06:54:27Z"
"zz Brisbane","2025-05-28T06:54:00Z",,"-33.24399451, 116.04451796","18x32","500","44","22",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:54:42Z","VS",,"2025-05-28T06:54:42Z"
"zz Brisbane","2025-05-28T06:54:00Z",,"-33.24399451, 116.04451796","18x32","800","192","96",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:54:59Z","VS",,"2025-05-28T06:54:59Z"
"zz Brisbane","2025-05-28T06:56:00Z",,"-33.24399451, 116.04451796","18x32","200","40","20",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:57:30Z","VS",,"2025-05-28T06:57:30Z"
"zz Brisbane","2025-05-28T06:57:00Z",,"-33.24399451, 116.04451796","18x32","500","56","28",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:57:56Z","VS",,"2025-05-28T06:57:56Z"
"zz Brisbane","2025-05-28T06:57:00Z",,"-33.24399451, 116.04451796","18x32","800","184","92",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:58:17Z","VS",,"2025-05-28T06:58:17Z"
"zz Brisbane","2025-05-28T07:01:00Z",,"-33.24399451, 116.04451796","18x32","200","28","14",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:02:17Z","VS",,"2025-05-28T07:02:17Z"
"zz Brisbane","2025-05-28T07:02:00Z",,"-33.24399451, 116.04451796","18x32","500","84","42",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:02:33Z","VS",,"2025-05-28T07:02:33Z"
"zz Brisbane","2025-05-28T07:02:00Z",,"-33.24399451, 116.04451796","18x32","800","84","42",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:02:50Z","VS",,"2025-05-28T07:02:50Z"
"zz Brisbane","2025-05-28T07:05:00Z",,"-33.26133728, 116.02853393","18x32","200","40","20",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:05:49Z","VS",,"2025-05-28T07:05:49Z"
"zz Brisbane","2025-05-28T07:05:00Z",,"-33.26133728, 116.02853393","18x32","500","40","20",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:06:01Z","VS",,"2025-05-28T07:06:01Z"
"zz Brisbane","2025-05-28T07:06:00Z",,"-33.26133728, 116.02853393","18x32","800","72","36",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:06:22Z","VS",,"2025-05-28T07:06:22Z"
"zz Brisbane","2025-05-28T07:09:00Z",,"-33.26133728, 116.02853393","18x32","200","28","14",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:09:34Z","VS",,"2025-05-28T07:09:34Z"
"zz Brisbane","2025-05-28T07:09:00Z",,"-33.26133728, 116.02853393","18x32","500","52","26",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:09:55Z","VS",,"2025-05-28T07:09:55Z"
"zz Brisbane","2025-05-28T07:09:00Z",,"-33.26133728, 116.02853393","18x32","800","64","32",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:10:07Z","VS",,"2025-05-28T07:10:07Z"
"zz Brisbane","2025-05-28T07:11:00Z",,"-33.26133728, 116.02853393","18x32","200","20","10",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:12:13Z","VS",,"2025-05-28T07:12:13Z"
"zz Brisbane","2025-05-28T07:12:00Z",,"-33.26133728, 116.02853393","18x32","500","32","16",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:12:30Z","VS",,"2025-05-28T07:12:30Z"
"zz Brisbane","2025-05-28T07:12:00Z",,"-33.26133728, 116.02853393","18x32","800","32","16",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:12:47Z","VS",,"2025-05-28T07:12:47Z"
"zz Brisbane","2025-05-28T07:19:00Z",,"-33.24390704, 116.04045756","18x32","200","32","16",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:20:14Z","VS",,"2025-05-28T07:20:14Z"
"zz Brisbane","2025-05-28T07:20:00Z",,"-33.24390704, 116.04045756","18x32","500","40","20",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:20:34Z","VS",,"2025-05-28T07:20:34Z"
"zz Brisbane","2025-05-28T07:20:00Z",,"-33.24390704, 116.04045756","18x32","800","24","12",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:20:46Z","VS",,"2025-05-28T07:20:46Z"
"zz Brisbane","2025-05-28T07:27:00Z",,"-33.24390704, 116.04045756","18x32","200","96","48",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:28:24Z","VS",,"2025-05-28T07:28:24Z"
"zz Brisbane","2025-05-28T07:28:00Z",,"-33.24390704, 116.04045756","18x32","500","44","22",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:28:54Z","VS",,"2025-05-28T07:28:54Z"
"zz Brisbane","2025-05-28T07:28:00Z",,"-33.24390704, 116.04045756","18x32","800","104","52",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:29:19Z","VS",,"2025-05-28T07:29:19Z"
"zz Brisbane","2025-05-28T07:32:00Z",,"-33.26133727, 116.02853394","18x32","200","116","58",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:32:43Z","VS",,"2025-05-28T07:32:43Z"
"zz Brisbane","2025-05-28T07:32:00Z",,"-33.26133727, 116.02853394","18x32","500","176","88",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:33:07Z","VS",,"2025-05-28T07:33:07Z"
"zz Brisbane","2025-05-28T07:33:00Z",,"-33.26133727, 116.02853394","18x32","800","200","100",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:33:42Z","VS",,"2025-05-28T07:33:42Z"
"zz Brisbane","2025-05-28T07:37:00Z",,"-33.24390704, 116.04045756","18x32","200","60","30",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:37:38Z","VS",,"2025-05-28T07:37:38Z"
"zz Brisbane","2025-05-28T07:37:00Z",,"-33.24390704, 116.04045756","18x32","500","44","22",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:38:00Z","VS",,"2025-05-28T07:38:00Z"
"zz Brisbane","2025-05-28T07:38:00Z",,"-33.24390704, 116.04045756","18x32","800","136","68",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:38:24Z","VS",,"2025-05-28T07:38:24Z"
"zz Brisbane","2025-05-28T07:40:00Z",,"-33.24390704, 116.04045756","18x32","200","80","40",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:41:00Z","VS",,"2025-05-28T07:41:00Z"
"zz Brisbane","2025-05-28T07:41:00Z",,"-33.24390704, 116.04045756","18x32","500","180","90",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:41:19Z","VS",,"2025-05-28T07:41:19Z"
"zz Brisbane","2025-05-28T07:41:00Z",,"-33.26133728, 116.02853393","18x32","800","100","50",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:41:46Z","VS",,"2025-05-28T07:41:46Z"
"zz Brisbane","2025-05-28T07:43:00Z",,"-33.26133728, 116.02853393","18x32","200","80","40",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:44:08Z","VS",,"2025-05-28T07:44:08Z"
"zz Brisbane","2025-05-28T07:44:00Z",,"-33.26133728, 116.02853393","18x32","500","24","12",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:44:27Z","VS",,"2025-05-28T07:44:27Z"
"zz Brisbane","2025-05-28T07:44:00Z",,"-33.26133728, 116.02853393","18x32","800","152","76",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:44:53Z","VS",,"2025-05-28T07:44:53Z"
"zz Brisbane","2025-05-28T07:49:00Z",,"-33.26133728, 116.02853393","18x32","200","44","22",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:49:41Z","VS",,"2025-05-28T07:49:41Z"
"zz Brisbane","2025-05-28T07:49:00Z",,"-33.26133728, 116.02853393","18x32","500","24","12",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:50:02Z","VS",,"2025-05-28T07:50:02Z"
"zz Brisbane","2025-05-28T07:50:00Z",,"-33.26133728, 116.02853393","18x32","800","52","26",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:50:24Z","VS",,"2025-05-28T07:50:24Z"
"zz Brisbane","2025-05-28T07:52:00Z",,"-33.26133728, 116.02853393","18x32","200","60","30",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:53:06Z","VS",,"2025-05-28T07:53:06Z"
"zz Brisbane","2025-05-28T07:53:00Z",,"-33.26133728, 116.02853393","18x32","500","24","12",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:53:21Z","VS",,"2025-05-28T07:53:21Z"
"zz Brisbane","2025-05-28T07:53:00Z",,"-33.26133728, 116.02853393","18x32","800","24","12",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:53:47Z","VS",,"2025-05-28T07:53:47Z"
"zz Brisbane","2025-05-28T07:54:00Z",,"-33.26133728, 116.02853393","18x32","200","24","12",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:54:51Z","VS",,"2025-05-28T07:54:51Z"
"zz Brisbane","2025-05-28T07:54:00Z",,"-33.26133728, 116.02853393","18x32","500","40","20",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:55:04Z","VS",,"2025-05-28T07:55:04Z"
"zz Brisbane","2025-05-28T07:55:00Z",,"-33.26133728, 116.02853393","18x32","800","36","18",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:55:29Z","VS",,"2025-05-28T07:55:29Z"
"zz Brisbane","2025-05-28T07:58:00Z",,"-33.2438307, 116.04119755","18x32","200","44","22",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:59:06Z","VS",,"2025-05-28T07:59:06Z"
"zz Brisbane","2025-05-28T07:59:00Z",,"-33.2438307, 116.04119755","18x32","500","20","10",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:59:22Z","VS",,"2025-05-28T07:59:22Z"
"zz Brisbane","2025-05-28T07:59:00Z",,"-33.2438307, 116.04119755","18x32","800","52","26",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:59:47Z","VS",,"2025-05-28T07:59:47Z"
"zz Brisbane","2025-05-28T08:02:00Z",,"-33.26130659, 116.02855873","18x32","200","52","26",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:03:05Z","VS",,"2025-05-28T08:03:05Z"
"zz Brisbane","2025-05-28T08:03:00Z",,"-33.26130659, 116.02855873","18x32","500","56","28",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:03:20Z","VS",,"2025-05-28T08:03:20Z"
"zz Brisbane","2025-05-28T08:03:00Z",,"-33.26130659, 116.02855873","18x32","800","60","30",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:03:39Z","VS",,"2025-05-28T08:03:39Z"
"zz Brisbane","2025-05-28T08:05:00Z",,"-33.26133734, 116.02853398","18x32","200","52","26",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:06:11Z","VS",,"2025-05-28T08:06:11Z"
"zz Brisbane","2025-05-28T08:06:00Z",,"-33.26133734, 116.02853398","18x32","500","72","36",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:06:32Z","VS",,"2025-05-28T08:06:32Z"
"zz Brisbane","2025-05-28T08:06:00Z",,"-33.26133734, 116.02853398","18x32","800","184","92",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:06:45Z","VS",,"2025-05-28T08:06:45Z"
"zz Brisbane","2025-05-28T08:08:00Z",,"-33.2438307, 116.04119755","18x32","200","44","22",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:08:52Z","VS",,"2025-05-28T08:08:52Z"
"zz Brisbane","2025-05-28T08:08:00Z",,"-33.2438307, 116.04119755","18x32","500","44","22",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:09:05Z","VS",,"2025-05-28T08:09:05Z"
"zz Brisbane","2025-05-28T08:09:00Z",,"-33.2438307, 116.04119755","18x32","800","240","120",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:09:34Z","VS",,"2025-05-28T08:09:34Z"
"zz Brisbane","2025-05-28T08:11:00Z",,"-33.2438307, 116.04119755","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:11:47Z","VS",,"2025-05-28T08:11:47Z"
"zz Brisbane","2025-05-28T08:11:00Z",,"-33.2438307, 116.04119755","18x32","500","12","6",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:11:58Z","VS",,"2025-05-28T08:11:58Z"
"zz Brisbane","2025-05-28T08:11:00Z",,"-33.2438307, 116.04119755","18x32","800","116","58",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:12:11Z","VS",,"2025-05-28T08:12:11Z"
"zz Brisbane","2025-05-28T08:13:00Z",,"-33.2438307, 116.04119755","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:13:52Z","VS",,"2025-05-28T08:13:52Z"
"zz Brisbane","2025-05-28T08:13:00Z",,"-33.2438307, 116.04119755","18x32","500","12","6",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:14:05Z","VS",,"2025-05-28T08:14:05Z"
"zz Brisbane","2025-05-28T08:14:00Z",,"-33.2438307, 116.04119755","18x32","800","64","32",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:14:15Z","VS",,"2025-05-28T08:14:15Z"
"zz Brisbane","2025-05-28T08:20:00Z",,"-33.2438307, 116.04119755","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:21:49Z","VS",,"2025-05-28T08:21:49Z"
"zz Brisbane","2025-05-28T08:21:00Z",,"-33.2438307, 116.04119755","18x32","500","12","6",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:22:00Z","VS",,"2025-05-28T08:22:00Z"
"zz Brisbane","2025-05-28T08:22:00Z",,"-33.2438307, 116.04119755","18x32","800","100","50",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:22:22Z","VS",,"2025-05-28T08:22:22Z"
"zz Brisbane","2025-05-28T08:24:00Z",,"-33.26133728, 116.02853393","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:25:28Z","VS",,"2025-05-28T08:25:28Z"
"zz Brisbane","2025-05-28T08:25:00Z",,"-33.26133728, 116.02853393","18x32","500","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:25:37Z","VS",,"2025-05-28T08:25:37Z"
"zz Brisbane","2025-05-28T08:25:00Z",,"-33.26133728, 116.02853393","18x32","800","100","50",,,"0","MM48","David Yang","H-60","2","2025-05-28T08:25:54Z","VS",,"2025-05-28T08:25:54Z"
"zz Brisbane","2025-05-28T08:27:00Z",,"-33.24455843, 116.04316188","18x32","200","0","0",,,"0","David Yang","David Yang","H-60","2","2025-05-28T08:28:00Z","VS",,"2025-05-28T08:28:00Z"
"zz Brisbane","2025-05-28T08:28:00Z",,"-33.24455843, 116.04316188","18x32","500","12","6",,,"0","David Yang","David Yang","H-60","2","2025-05-28T08:28:12Z","VS",,"2025-05-28T08:28:12Z"
"zz Brisbane","2025-05-28T08:28:00Z",,"-33.24455843, 116.04316188","18x32","800","200","100",,,"0","David Yang","David Yang","H-60","2","2025-05-28T08:28:42Z","VS",,"2025-05-28T08:28:42Z"
"zz Brisbane","2025-05-28T08:30:00Z",,"-33.24458327, 116.04293278","18x32","200","0","0",,,"0","David Yang","David Yang","H-60","2","2025-05-28T08:30:32Z","VS",,"2025-05-28T08:30:32Z"
"zz Brisbane","2025-05-28T08:30:00Z",,"-33.24458327, 116.04293278","18x32","500","0","0",,,"0","David Yang","David Yang","H-60","2","2025-05-28T08:30:43Z","VS",,"2025-05-28T08:30:43Z"
"zz Brisbane","2025-05-28T08:30:00Z",,"-33.24458327, 116.04293278","18x32","800","280","140",,,"0","David Yang","David Yang","H-60","2","2025-05-28T08:31:07Z","VS",,"2025-05-28T08:31:07Z"
"zz Brisbane","2025-05-28T08:32:00Z",,"-33.24463517, 116.04271436","18x32","200","0","0",,,"0","David Yang","David Yang","H-60","2","2025-05-28T08:32:41Z","VS",,"2025-05-28T08:32:41Z"
"zz Brisbane","2025-05-28T08:32:00Z",,"-33.24463517, 116.04271436","18x32","500","0","0",,,"0","David Yang","David Yang","H-60","2","2025-05-28T08:32:51Z","VS",,"2025-05-28T08:32:51Z"
"zz Brisbane","2025-05-28T08:32:00Z",,"-33.24463517, 116.04271436","18x32","800","8","4",,,"0","David Yang","David Yang","H-60","2","2025-05-28T08:33:11Z","VS",,"2025-05-28T08:33:11Z"
"zz Brisbane","2025-05-28T08:34:00Z",,"-33.24470717, 116.04246259","18x32","200","0","0",,,"0","David Yang","David Yang","H-60","2","2025-05-28T08:35:05Z","VS",,"2025-05-28T08:35:05Z"
"zz Brisbane","2025-05-28T08:35:00Z",,"-33.24469741, 116.04246026","18x32","500","0","0",,,"0","David Yang","David Yang","H-60","2","2025-05-28T08:35:19Z","VS",,"2025-05-28T08:35:19Z"
"zz Brisbane","2025-05-28T08:35:00Z",,"-33.24469741, 116.04246026","18x32","800","12","6",,,"0","David Yang","David Yang","H-60","2","2025-05-28T08:35:42Z","VS",,"2025-05-28T08:35:42Z"